Date,ClosePrice,A,B,C,D,E,F,G
20151116,23.31,-8.67466 ,-3.58042 ,2.03776 ,-1.66977 ,1.53233 ,0.03764 ,0.97881 
20151117,23.65,-8.47988 ,-4.38659 ,-0.29826 ,-1.09042 ,2.43371 ,-1.31308 ,0.73127 
20151118,23.91,-8.10636 ,-5.91092 ,-0.46275 ,0.39910 ,1.61422 ,-2.77920 ,1.15804 
20151119,23.79,-7.20053 ,-6.97887 ,0.75808 ,0.71591 ,0.88423 ,-1.46937 ,-0.33898 
20151120,24,-6.61978 ,-6.16157 ,2.20979 ,-0.54808 ,0.64137 ,0.45899 ,-0.83108 
20151123,24.01,-6.46921 ,-7.22811 ,0.07810 ,0.21955 ,1.73146 ,-0.66123 ,-0.33584 
20151124,23.97,-5.99034 ,-6.44444 ,0.06855 ,-1.04528 ,1.82477 ,0.26908 ,-0.31809 
20151125,24.07,-5.80304 ,-5.80858 ,0.47878 ,-2.00517 ,1.49368 ,0.72263 ,-0.10069 
20151126,24.11,-5.86656 ,-6.45117 ,-0.27522 ,-0.88753 ,1.42849 ,-1.00275 ,0.69188 
20151127,24.31,-5.43811 ,-6.13916 ,1.23716 ,-1.29585 ,1.08556 ,-0.12298 ,0.11890 
20151130,24.49,-5.13427 ,-6.92338 ,1.04621 ,-0.60614 ,1.08738 ,-0.49924 ,-0.03419 
20151201,23.79,-4.61850 ,-7.45072 ,2.18627 ,-0.10588 ,0.53357 ,-0.24326 ,-0.52584 
20151202,24.08,-4.59774 ,-2.99049 ,1.38550 ,-4.90848 ,1.47880 ,3.41799 ,-1.10458 
20151203,24.08,-5.26032 ,-3.54358 ,2.49891 ,-2.05919 ,1.22864 ,-0.67849 ,0.72014 
20151204,24.19,-5.03115 ,-3.16362 ,0.85512 ,-2.51966 ,2.13421 ,-0.69380 ,0.37104 
20151207,24.43,-4.85603 ,-3.07734 ,2.28141 ,-2.07009 ,1.61300 ,-1.06821 ,0.53635 
20151208,24.3,-4.64329 ,-4.88071 ,-2.05313 ,-0.78085 ,2.59016 ,-1.50434 ,-1.08009 
20151209,24.07,-4.27375 ,-3.72696 ,2.83652 ,-1.34886 ,0.54997 ,-0.27252 ,-0.84063 
20151210,23.88,-4.43751 ,-1.67331 ,2.38954 ,-2.94293 ,1.14618 ,0.32015 ,-0.74388 
20151211,23.92,-4.87539 ,0.20631 ,0.26947 ,-3.93547 ,2.61656 ,-0.20997 ,-0.72906 
20151214,23.7,-5.18327 ,0.47229 ,2.89149 ,-3.05026 ,1.23668 ,-1.39296 ,0.43207 
20151215,23.43,-5.41080 ,1.95901 ,1.74252 ,-3.87310 ,1.77763 ,-1.09650 ,-0.00312 
20151216,23.75,-5.98103 ,3.79075 ,1.84253 ,-4.09504 ,1.68444 ,-1.00354 ,-0.39065 
20151217,23.64,-6.36771 ,1.86433 ,2.21608 ,-0.79293 ,1.06782 ,-3.60156 ,0.11049 
20151218,23.55,-6.17372 ,2.60905 ,2.58866 ,-1.20663 ,0.88483 ,-2.14880 ,-1.22015 
20151221,23.28,-6.42177 ,2.98241 ,2.18905 ,-1.02553 ,0.99345 ,-1.60227 ,-1.69342 
20151222,23.16,-6.75479 ,4.14574 ,0.97495 ,-1.80834 ,1.65376 ,-0.36076 ,-2.44423 
20151223,23.31,-7.30093 ,5.32757 ,1.95440 ,-1.75492 ,1.16513 ,-0.90803 ,-1.36058 
20151224,23.29,-7.72049 ,3.62882 ,1.28779 ,0.76459 ,1.07895 ,-2.80367 ,-0.22836 
20151225,23.26,-7.59857 ,3.69381 ,-0.52834 ,0.30282 ,1.87926 ,-1.30157 ,-1.72547 
20151228,23.53,-7.70881 ,3.32202 ,0.36536 ,1.01389 ,0.97765 ,-0.47532 ,-1.89471 
20151229,23.55,-7.66444 ,1.06926 ,1.17283 ,3.33974 ,0.17676 ,-1.60994 ,-1.61674 
20151230,23.57,-7.24446 ,0.42420 ,0.28415 ,2.64663 ,0.84309 ,-0.10508 ,-2.29677 
20151231,23.5,-7.08647 ,-0.23182 ,2.32432 ,3.02330 ,-0.07939 ,0.83850 ,-1.87914 
20160104,23.47,-7.02259 ,-0.35266 ,1.51193 ,2.35967 ,0.57768 ,1.86765 ,-1.98649 
20160105,23.26,-7.01947 ,0.08581 ,1.49104 ,1.10591 ,1.23386 ,1.85487 ,-0.68995 
20160106,23.2,-7.23960 ,1.63791 ,-1.01293 ,-0.49998 ,2.65368 ,1.90904 ,-0.57694 
20160107,22.98,-7.53397 ,2.82320 ,2.48335 ,-0.60385 ,1.03733 ,0.93157 ,0.30129 
20160108,23.16,-7.89596 ,4.20096 ,-1.31606 ,-1.89639 ,2.76504 ,0.61778 ,-0.13305 
20160111,23.35,-8.23366 ,3.24623 ,-0.67834 ,-0.23217 ,2.12282 ,-1.65818 ,0.58327 
20160112,23.31,-8.03321 ,1.15004 ,1.08947 ,1.80868 ,0.61430 ,-1.64707 ,0.25200 
20160113,23.11,-7.76320 ,1.02220 ,1.18435 ,1.45723 ,0.70027 ,-0.37701 ,-0.88208 
20160114,22.83,-7.83005 ,2.32131 ,1.84777 ,0.45201 ,0.58031 ,1.25817 ,-1.77517 
20160115,22.64,-8.36749 ,4.18078 ,1.49679 ,-0.41843 ,1.14114 ,1.30608 ,-1.23297 
20160118,22.19,-8.97102 ,5.63666 ,0.58701 ,-1.16906 ,1.70579 ,0.92577 ,-0.39816 
20160119,22.17,-9.76007 ,7.46982 ,-1.52726 ,-2.60451 ,2.48159 ,1.33207 ,-0.28810 
20160120,22,-10.58150 ,7.48023 ,0.28794 ,-1.35846 ,1.28878 ,0.01009 ,0.19271 
20160121,22.03,-11.09566 ,7.98684 ,0.76141 ,-1.04921 ,0.86964 ,-0.39505 ,0.20764 
20160122,22.03,-11.49730 ,7.88508 ,2.85807 ,0.12799 ,0.00927 ,-1.12271 ,0.30736 
20160125,21.86,-11.83390 ,6.99676 ,-1.14957 ,0.84346 ,1.55463 ,-1.66009 ,-0.34726 
20160126,21.81,-12.02403 ,7.84797 ,1.58449 ,0.59502 ,0.23907 ,-0.41626 ,-0.36828 
20160127,21.4,-12.45653 ,7.67664 ,-1.82599 ,0.47255 ,1.46215 ,-0.50649 ,-0.70844 
20160128,21.59,-13.04977 ,8.81043 ,-4.41438 ,-1.10941 ,2.02791 ,0.45926 ,-0.45102 
20160129,21.84,-13.57163 ,7.44227 ,0.15122 ,1.32608 ,-0.41986 ,-0.95805 ,0.37804 
20160130,21.84,-13.46920 ,4.85627 ,0.76031 ,3.52495 ,-0.94658 ,-1.50977 ,0.33143 
20160201,21.78,-13.21595 ,3.84880 ,0.77698 ,3.71666 ,-0.66374 ,-0.09651 ,-0.45669 
20160202,21.89,-13.19240 ,3.38610 ,-0.09594 ,3.37572 ,-0.16951 ,1.43068 ,-1.38102 
20160203,22.19,-13.23658 ,2.15926 ,-0.12244 ,4.10802 ,-0.23954 ,1.02286 ,-0.71913 
20160215,22.18,-13.01608 ,0.07485 ,-3.50489 ,4.29911 ,0.79342 ,0.45977 ,0.30256 
20160216,22.31,-12.37554 ,-0.59213 ,1.29406 ,3.97833 ,-0.85452 ,2.28049 ,-0.08841 
20160217,22.52,-12.07101 ,-1.83454 ,1.75373 ,4.00748 ,-0.84545 ,2.98429 ,-0.03486 
20160218,22.68,-11.66561 ,-3.47402 ,1.34925 ,4.56234 ,0.06508 ,2.25915 ,0.27669 
20160219,22.85,-11.16486 ,-4.12390 ,-0.22085 ,3.80973 ,1.10040 ,2.27418 ,0.24498 
20160222,22.85,-10.66834 ,-5.07427 ,-0.27614 ,3.61117 ,1.05337 ,2.17155 ,0.50163 
20160223,23.03,-10.19637 ,-5.16575 ,1.25656 ,2.86576 ,0.67185 ,3.00765 ,0.67689 
20160224,23.04,-9.82742 ,-6.17899 ,0.42894 ,2.62311 ,1.54873 ,2.53196 ,0.88489 
20160225,22.93,-9.36365 ,-5.84556 ,1.79225 ,1.55920 ,1.27364 ,3.11098 ,1.06059 
20160226,23.08,-9.25281 ,-4.68962 ,1.48013 ,0.01182 ,1.79819 ,3.40337 ,1.14238 
20160301,23.05,-9.20674 ,-5.00449 ,1.19029 ,0.50737 ,2.11701 ,1.63177 ,1.82362 
20160302,23.17,-8.94033 ,-4.49670 ,0.72179 ,-0.55045 ,2.51592 ,1.52166 ,1.67712 
20160303,23.26,-8.79725 ,-5.15212 ,2.28668 ,0.35958 ,1.82935 ,0.54856 ,2.00934 
20160304,22.91,-8.50058 ,-5.52195 ,1.05381 ,0.26147 ,2.45759 ,0.73626 ,1.01007 
20160307,23.11,-8.43892 ,-2.69650 ,0.75268 ,-3.04816 ,3.08578 ,2.37342 ,0.37369 
20160308,23.15,-8.76383 ,-3.30236 ,1.96777 ,-1.02794 ,2.21986 ,-0.52378 ,1.69593 
20160309,22.92,-8.57016 ,-3.41813 ,0.99957 ,-1.14213 ,2.67697 ,-0.80011 ,1.30265 
20160310,22.96,-8.50298 ,-1.08843 ,3.08032 ,-3.07198 ,2.09299 ,0.47708 ,0.93872 
20160311,23.06,-8.75385 ,-0.96093 ,3.57284 ,-1.87265 ,1.76807 ,-0.38784 ,0.67231 
20160314,23.24,-8.76596 ,-1.36336 ,1.94607 ,-1.13965 ,2.84056 ,-1.65869 ,0.62205 
20160315,23.35,-8.54065 ,-2.70610 ,1.35507 ,0.02167 ,2.89811 ,-2.11720 ,0.49343 
20160316,23.35,-8.14519 ,-3.93494 ,2.42352 ,0.75970 ,2.01029 ,-1.30135 ,-0.58463 
20160317,22.69,-7.84440 ,-4.32168 ,2.99349 ,0.62434 ,1.80457 ,-0.03981 ,-1.00032 
20160318,22.94,-8.17504 ,0.47646 ,-0.40358 ,-4.07794 ,4.07187 ,2.83429 ,-2.02096 
20160321,23.09,-8.96240 ,-0.25125 ,2.36664 ,-1.23914 ,2.44035 ,-0.88186 ,0.84509 
20160322,23.34,-8.72451 ,-1.47310 ,2.56157 ,-0.42789 ,2.18905 ,-1.18084 ,0.62419 
20160323,23.38,-8.33887 ,-2.92193 ,1.07646 ,0.37412 ,3.06969 ,-1.38893 ,0.33002 
20160324,23.54,-8.01307 ,-4.12711 ,-3.21553 ,0.48523 ,4.32794 ,-0.70728 ,-1.37035 
20160325,23.66,-7.64735 ,-4.64962 ,1.37355 ,1.17048 ,1.76525 ,-0.45263 ,-0.78468 
20160328,23.66,-7.30578 ,-5.24553 ,0.12581 ,1.10984 ,2.09256 ,-0.33099 ,-0.79418 
20160329,23.23,-6.94459 ,-5.17502 ,2.58514 ,0.78623 ,1.32640 ,0.71709 ,-0.57222 
20160330,23.35,-7.06517 ,-2.45102 ,0.31819 ,-2.54542 ,2.72605 ,3.00478 ,-0.88632 
20160331,23.75,-7.44514 ,-2.28013 ,2.98383 ,-1.43129 ,1.73680 ,0.92753 ,1.09325 
20160401,23.82,-7.19318 ,-4.64963 ,0.80943 ,0.43922 ,2.49285 ,-1.31193 ,1.31582 
20160406,24.11,-6.64246 ,-4.67105 ,-0.87241 ,-0.21400 ,3.22597 ,-0.88940 ,0.41786 
20160407,24.23,-6.17368 ,-6.10258 ,-0.27698 ,0.90062 ,2.18899 ,-0.61085 ,-0.40475 
20160408,24.48,-5.55124 ,-6.93384 ,1.01549 ,1.04110 ,1.52336 ,-0.15943 ,-0.48997 
20160411,24.53,-5.02981 ,-7.55942 ,-1.10610 ,0.72586 ,2.30226 ,-0.49829 ,-0.32894 
20160412,24.71,-4.40926 ,-7.60925 ,0.34178 ,0.39255 ,1.67118 ,0.43863 ,-0.67486 
20160413,24.63,-4.00092 ,-8.19058 ,-1.11869 ,0.16188 ,1.93619 ,0.57471 ,-0.58914 
20160414,24.84,-3.56946 ,-7.39924 ,0.39605 ,-0.74219 ,1.38967 ,1.35712 ,-0.53019 
20160415,24.86,-3.34703 ,-7.52247 ,-1.62183 ,-1.06882 ,2.02873 ,0.10564 ,-0.07370 
20160418,24.69,-2.89174 ,-7.11909 ,1.22489 ,-1.13532 ,0.93946 ,0.52340 ,-0.26980 
20160419,24.83,-2.74856 ,-5.20984 ,1.21097 ,-3.03916 ,1.21050 ,1.30135 ,-0.11297 
20160420,24.91,-2.78987 ,-5.61312 ,1.38072 ,-2.04877 ,1.36761 ,-0.48538 ,0.25343 
20160421,25.02,-2.48144 ,-5.61429 ,0.43104 ,-2.30195 ,1.69576 ,-0.89303 ,0.16022 
20160422,24.84,-2.25578 ,-5.97638 ,-0.50199 ,-1.91749 ,1.75487 ,-1.38410 ,-0.12226 
20160425,25.02,-2.07459 ,-4.67646 ,1.78190 ,-2.74941 ,0.75258 ,0.09893 ,-0.98669 
20160426,25.05,-2.07594 ,-5.02500 ,1.48529 ,-1.74794 ,0.99888 ,-1.30439 ,-0.32688 
20160427,24.92,-1.79594 ,-5.14502 ,2.21035 ,-1.40801 ,0.93409 ,-0.99256 ,-0.64127 
20160428,24.9,-1.68881 ,-3.84975 ,2.85892 ,-2.75365 ,1.08328 ,-0.65893 ,-0.90665 
20160429,25.34,-1.77600 ,-3.26141 ,2.76405 ,-2.76575 ,1.36751 ,-0.50239 ,-1.16964 
20160503,25.34,-1.68838 ,-5.30989 ,-1.47798 ,-0.79900 ,2.75289 ,-3.31886 ,-0.21651 
20160504,25.24,-0.93618 ,-5.50285 ,2.48296 ,-0.77827 ,0.91949 ,-1.27239 ,-1.26857 
20160505,25.22,-0.86945 ,-4.63806 ,0.63075 ,-1.87181 ,1.63681 ,-0.33199 ,-1.66765 
20160506,25.11,-0.81423 ,-4.48638 ,2.53884 ,-1.31932 ,1.10249 ,-0.20820 ,-1.88822 
20160509,25.28,-0.89304 ,-3.01126 ,2.44294 ,-2.66114 ,1.52241 ,-0.40455 ,-0.57699 
20160510,25.07,-0.92428 ,-3.89596 ,2.13084 ,-1.30654 ,1.75252 ,-1.55035 ,-0.11542 
20160511,25.19,-0.76362 ,-2.68365 ,2.98594 ,-2.55092 ,1.44656 ,0.07377 ,-1.50446 
20160512,24.8,-1.04621 ,-3.07454 ,-3.36940 ,-2.21588 ,4.00002 ,-1.59475 ,-1.51574 
20160513,25.14,-1.07649 ,0.28519 ,2.73337 ,-4.00598 ,0.94676 ,0.55645 ,-1.75397 
20160516,25.02,-1.44991 ,-1.34300 ,2.45288 ,-1.04869 ,0.89582 ,-2.31217 ,-0.32067 
20160517,24.92,-1.22270 ,-0.58323 ,0.87957 ,-1.81273 ,1.87310 ,-0.98647 ,-1.80436 
20160518,24.9,-1.40796 ,0.73140 ,2.99536 ,-2.00501 ,0.73537 ,-0.81559 ,-1.32396 
20160519,24.89,-1.61211 ,0.82512 ,1.69700 ,-1.30821 ,1.28912 ,-0.82752 ,-2.04531 
20160520,25.04,-1.82249 ,1.80772 ,-3.36901 ,-2.17352 ,3.16156 ,-1.95876 ,-1.75434 
20160523,25.16,-1.80615 ,0.55637 ,1.83935 ,0.39064 ,0.18998 ,-2.42316 ,-0.68259 
20160524,25.13,-1.52141 ,-0.89534 ,1.42746 ,1.28155 ,0.07455 ,-1.41921 ,-1.81347 
20160525,25.11,-1.33283 ,-1.02727 ,1.54515 ,1.13170 ,0.37005 ,-0.10648 ,-2.23697 
20160526,25.11,-1.36763 ,-0.94153 ,-3.36435 ,0.29890 ,2.17862 ,0.06250 ,-2.58345 
20160527,24.95,-1.30738 ,-0.48777 ,2.08794 ,0.30313 ,-0.03648 ,0.31890 ,-0.53736 
20160530,25.11,-1.33062 ,0.98138 ,2.44806 ,-0.68386 ,0.76235 ,0.93383 ,-0.81036 
20160531,25.42,-1.47795 ,-0.29358 ,0.56585 ,0.44336 ,1.58323 ,-0.54603 ,-0.17784 
20160601,25.58,-1.12363 ,-2.89212 ,-0.94800 ,1.86979 ,1.79071 ,-1.44931 ,-0.34023 
20160602,25.73,-0.53504 ,-3.94987 ,-1.68164 ,1.58159 ,1.46143 ,-0.75147 ,-0.98418 
20160603,25.5,-0.03386 ,-5.10951 ,-1.05259 ,1.83244 ,0.95354 ,0.04015 ,-1.31894 
20160604,25.11,0.26875 ,-3.70290 ,1.90481 ,0.26062 ,0.06567 ,1.80006 ,-1.40841 
20160606,24.94,-0.08804 ,-0.28384 ,2.61208 ,-2.23128 ,0.43898 ,2.56164 ,-0.79428 
20160607,25,-0.82256 ,1.70821 ,-0.54572 ,-2.96823 ,2.16761 ,1.25809 ,-0.26759 
20160608,24.78,-1.13902 ,2.13101 ,2.22414 ,-2.19431 ,0.61351 ,-0.11662 ,0.81272 
20160613,25.29,-1.40061 ,3.50596 ,2.51871 ,-2.46878 ,0.67638 ,-0.36858 ,0.20453 
20160614,25.48,-1.47671 ,0.50501 ,0.53526 ,0.89905 ,1.33257 ,-3.22298 ,0.38903 
20160615,25.55,-0.78034 ,-1.29918 ,1.63490 ,2.03742 ,0.48122 ,-2.40178 ,-1.01009 
20160616,25.57,-0.34306 ,-1.86012 ,0.38576 ,1.92852 ,0.95452 ,-1.66871 ,-1.77219 
20160617,25.02,-0.05230 ,-2.54804 ,-0.55703 ,1.88191 ,1.18817 ,-0.16867 ,-2.52136 
20160620,25.51,-0.26732 ,1.25985 ,-3.34551 ,-2.34369 ,2.17977 ,2.81590 ,-2.68691 
20160621,25.62,-0.68848 ,-1.48068 ,0.52686 ,1.38650 ,0.22044 ,-1.03158 ,0.59697 
20160622,25.7,-0.11676 ,-2.51496 ,-0.18839 ,1.44478 ,0.53212 ,-0.51123 ,-0.02835 
20160623,25.57,0.19660 ,-3.06902 ,-1.20133 ,1.02031 ,1.10810 ,-0.27471 ,-0.11781 
20160624,25.68,0.42864 ,-2.87316 ,1.76293 ,0.85998 ,-0.38835 ,1.23546 ,-0.91675 
20160627,25.6,0.45586 ,-3.25024 ,2.32218 ,1.08538 ,-0.09033 ,0.34763 ,0.16327 
20160628,25.63,0.61297 ,-2.86717 ,0.41809 ,-0.30719 ,1.44917 ,0.86201 ,-0.29361 
20160629,25.56,0.64402 ,-2.68894 ,2.76338 ,-0.23175 ,0.48842 ,0.57205 ,0.79880 
20160630,25.3,0.69492 ,-2.33246 ,2.27758 ,-1.16186 ,0.97193 ,1.43578 ,0.44644 
20160701,25.44,0.48653 ,0.16475 ,2.11195 ,-2.81557 ,1.72326 ,1.08055 ,0.86441 
20160704,25.58,0.01701 ,-0.06090 ,-3.52152 ,-2.17974 ,3.91891 ,-1.70772 ,0.89196 
20160705,25.2,0.18977 ,-1.07946 ,2.08271 ,-0.39620 ,0.62650 ,-2.01539 ,1.50214 
20160706,25.02,0.20760 ,1.82380 ,2.37182 ,-2.91339 ,0.79455 ,0.33294 ,0.02537 
20160707,25.3,-0.43424 ,2.75358 ,2.81203 ,-2.14595 ,0.91780 ,-0.43519 ,0.11546 
20160711,25.25,-0.70372 ,1.22484 ,2.36921 ,0.04930 ,0.96294 ,-2.38848 ,0.98483 
20160712,25.28,-0.55901 ,1.65908 ,-0.04641 ,-0.26522 ,2.40233 ,-1.15441 ,-0.73752 
20160713,25.41,-0.49101 ,0.20257 ,2.36061 ,1.59222 ,0.85979 ,-1.51788 ,0.01328 
20160714,25.49,-0.30245 ,-0.19260 ,0.04219 ,1.46408 ,2.37608 ,-0.66851 ,-1.49488 
20160715,25.24,0.07481 ,-0.88486 ,2.56749 ,1.42164 ,0.96837 ,1.13781 ,-1.32038 
20160718,25.22,-0.17849 ,0.80224 ,1.86032 ,0.28638 ,1.69084 ,1.45535 ,-0.58652 
20160719,24.48,-0.87596 ,4.51465 ,-1.68865 ,-2.46291 ,4.01745 ,1.94640 ,-0.67795 
20160720,24.44,-1.79631 ,5.80714 ,0.19939 ,-2.10025 ,2.82080 ,1.00152 ,0.33344 
20160721,24.59,-2.45118 ,6.27034 ,2.31036 ,-1.07887 ,1.43224 ,-0.32951 ,0.91479 
20160722,24.6,-2.73940 ,5.82210 ,2.65083 ,0.40448 ,1.07646 ,-1.73971 ,1.40800 
20160725,23.92,-2.67282 ,5.42354 ,-0.54952 ,0.51327 ,2.63305 ,-1.07579 ,-0.43517 
20160726,24.65,-3.20230 ,8.25997 ,-4.10183 ,-2.47756 ,3.67777 ,1.93358 ,-1.59557 
20160727,24.16,-3.76754 ,4.16648 ,-0.14809 ,3.10984 ,0.93996 ,-2.55028 ,0.54754 
20160728,24.49,-3.44889 ,5.93447 ,0.26294 ,0.42150 ,0.81674 ,0.86089 ,-0.74186 
20160729,24.12,-3.89162 ,4.08674 ,-0.41422 ,2.61009 ,1.00750 ,-1.08574 ,0.27650 
20160801,24.35,-3.78934 ,4.94737 ,1.67692 ,1.79999 ,0.02045 ,1.24851 ,-1.00427 
20160802,24.25,-4.09758 ,3.88968 ,1.85179 ,2.82763 ,0.02677 ,-0.16954 ,0.34798 
20160803,24.25,-4.04734 ,3.64313 ,-1.48292 ,2.26064 ,1.79283 ,0.77002 ,-0.97848 
20160804,24.34,-4.13748 ,3.85403 ,0.58412 ,2.23026 ,0.87284 ,0.66073 ,-0.19924 
20160805,24.64,-4.09889 ,2.54540 ,1.52716 ,3.30767 ,0.06875 ,1.12227 ,-0.57003 
20160808,24.68,-3.83525 ,0.40458 ,-0.77978 ,4.28729 ,1.40565 ,-0.08654 ,-0.07928 
20160809,24.71,-3.22998 ,0.11119 ,1.00269 ,3.18291 ,0.48235 ,2.08259 ,-0.91021 
20160810,24.35,-3.07910 ,-0.38160 ,2.27595 ,3.61642 ,0.02447 ,1.80661 ,-0.39450 
20160811,24.99,-3.11105 ,2.04181 ,1.72229 ,0.81177 ,0.88240 ,3.78169 ,-0.72639 
20160812,25.03,-3.13255 ,-1.34584 ,-0.60696 ,3.79514 ,2.40830 ,-0.49189 ,1.13877 
20160815,25.03,-2.36668 ,-2.45405 ,0.86599 ,3.67387 ,1.42288 ,0.48446 ,0.66715 
20160816,25.03,-1.98038 ,-2.01958 ,1.79593 ,2.52451 ,1.09644 ,1.79476 ,0.46441 
20160817,24.97,-1.85118 ,-2.56768 ,2.10956 ,2.63795 ,1.17025 ,1.94707 ,0.12393 
20160818,24.99,-1.91615 ,0.02544 ,1.44018 ,-0.23208 ,2.66012 ,1.85235 ,1.34923 
20160819,24.83,-1.97431 ,-1.12414 ,2.78714 ,1.04824 ,1.73543 ,0.64292 ,2.25862 
20160822,25.05,-1.85591 ,-0.49082 ,-0.18152 ,-0.47675 ,3.58902 ,1.40835 ,1.08596 
20160823,25.09,-1.91369 ,-1.63376 ,-2.30662 ,0.68226 ,4.39888 ,-0.65794 ,1.53158 
20160824,25.07,-1.58757 ,-2.09994 ,-0.76746 ,0.76585 ,3.08433 ,-0.04104 ,0.71559 
20160825,25.15,-1.41124 ,-1.80469 ,1.12594 ,0.26471 ,2.14281 ,0.34493 ,0.81005 
20160826,25.22,-1.35640 ,-2.78693 ,-0.00461 ,0.83835 ,2.48417 ,0.38346 ,0.35549 
20160829,25.08,-1.20733 ,-3.68844 ,-2.40075 ,0.78342 ,3.37558 ,0.34048 ,0.45713 
20160830,25.08,-1.02944 ,-2.65056 ,2.39725 ,-0.20946 ,1.25776 ,1.68039 ,0.67484 
20160831,24.55,-1.14738 ,-2.06117 ,2.13676 ,-0.43671 ,1.65710 ,0.80614 ,1.23214 
20160901,24.83,-1.47875 ,1.90789 ,0.95890 ,-3.79693 ,2.71364 ,2.93518 ,0.77458 
20160902,24.83,-2.09290 ,0.99751 ,3.03953 ,-1.02769 ,1.73734 ,-1.00673 ,2.15039 
20160905,24.57,-2.02322 ,2.07280 ,2.04027 ,-2.29914 ,2.51158 ,0.04743 ,0.53663 
20160906,24.54,-2.42686 ,2.84327 ,-0.29786 ,-1.84155 ,3.52271 ,-0.70883 ,-0.30260 
20160907,26.99,-2.65270 ,3.79755 ,1.62484 ,-1.67600 ,2.34138 ,-1.33325 ,0.52569 
20160908,24.68,-1.72296 ,-6.81041 ,-3.67358 ,8.41289 ,2.47670 ,-11.98613 ,4.46250 
20160909,24.69,0.22267 ,2.29499 ,-2.91797 ,-2.98139 ,3.44189 ,1.88265 ,-3.05345 
20160910,24.96,-1.57335 ,3.69292 ,1.65262 ,-1.41712 ,1.00030 ,1.28355 ,-1.18308 
20160912,24.93,-1.97923 ,1.84964 ,0.75901 ,1.22359 ,0.99110 ,-1.32314 ,-0.36501 
20160913,24.9,-1.82879 ,3.14933 ,2.40848 ,0.11943 ,0.75594 ,-0.92192 ,0.89831 
20160914,25.17,-1.85485 ,1.94879 ,0.12285 ,1.31354 ,1.41457 ,0.17571 ,-1.78021 
20160919,25.22,-1.83337 ,0.58940 ,-1.15312 ,2.75075 ,1.46499 ,-0.92031 ,-1.23998 
20160920,25.08,-1.37608 ,0.20077 ,1.41834 ,2.72976 ,0.15544 ,0.60347 ,-1.52655 
20160921,25.13,-1.26679 ,1.37256 ,0.42139 ,1.51748 ,0.97257 ,1.29819 ,-1.75879 
20160922,25.32,-1.37707 ,1.33314 ,1.49072 ,2.07599 ,0.39658 ,1.08345 ,-1.46397 
20160923,25.42,-1.17859 ,-0.25428 ,-0.11289 ,2.79744 ,1.25883 ,0.58858 ,-0.91300 
20160926,25.32,-0.96938 ,-1.20321 ,-6.49814 ,2.27821 ,3.06104 ,0.31176 ,-1.28026 
20160929,25.3,-0.70006 ,-0.82261 ,0.73609 ,2.24205 ,-0.37417 ,1.88673 ,-1.01120 
20160930,25.42,-0.71567 ,0.01239 ,2.03474 ,1.84064 ,-0.41923 ,1.72374 ,-0.52930 
20161003,25.47,-0.69927 ,-0.55526 ,0.96782 ,2.48393 ,0.45358 ,1.05423 ,0.01682 
20161004,25.43,-0.49205 ,-1.51844 ,-3.87978 ,1.48838 ,2.43244 ,0.98728 ,-0.14084 
20161005,25.45,-0.45886 ,-2.14150 ,-2.58532 ,1.49545 ,0.90161 ,1.55145 ,0.45465 
20161006,25.64,-0.36552 ,-2.45272 ,-1.76308 ,1.56225 ,0.24457 ,2.02588 ,0.33646 
20161007,25.77,-0.38110 ,-3.37908 ,-4.34976 ,1.91441 ,1.01156 ,0.33864 ,1.51605 
20161011,26.2,0.19464 ,-4.00340 ,-0.53267 ,2.07469 ,-0.52219 ,1.55545 ,0.72161 
20161012,26.42,0.58004 ,-6.09497 ,-8.34904 ,1.77077 ,0.78157 ,0.51008 ,0.56439 
20161013,26.49,1.41032 ,-7.31395 ,-8.13038 ,1.06252 ,-0.95829 ,0.78197 ,0.52423 
20161014,26.54,2.06889 ,-7.31753 ,-7.24007 ,-0.28507 ,-2.63168 ,1.48477 ,0.51271 
20161017,26.48,2.62847 ,-7.12294 ,-0.46658 ,0.29449 ,-3.94999 ,1.80745 ,0.60738 
20161018,26.75,2.93575 ,-6.20707 ,-0.10957 ,-0.78037 ,-3.14167 ,2.29617 ,0.57042 
20161019,26.81,3.12460 ,-7.15685 ,-2.71551 ,-0.33462 ,-1.73178 ,0.33589 ,1.28216 
20161020,26.66,3.75120 ,-7.13202 ,0.85003 ,-0.41297 ,-3.01801 ,1.11362 ,0.96480 
20161021,26.9,3.95117 ,-5.62691 ,0.50808 ,-1.56259 ,-2.19024 ,1.92206 ,0.80577 
20161024,27.07,4.18968 ,-6.55412 ,0.41795 ,-0.96452 ,-1.11798 ,0.00035 ,0.46804 
20161025,26.96,4.69351 ,-6.95525 ,0.95831 ,-0.63603 ,-0.90467 ,-0.50399 ,0.34465 
20161026,26.86,5.08070 ,-5.90266 ,1.73502 ,-1.80248 ,-0.86364 ,0.67661 ,-0.05313 
20161027,27.07,5.06357 ,-4.84217 ,0.92763 ,-2.71526 ,-0.22325 ,0.72641 ,-0.40999 
20161028,26.88,5.09268 ,-5.67894 ,0.65350 ,-1.20941 ,0.17565 ,-0.90306 ,0.39990 
20161031,26.8,5.37473 ,-3.82096 ,2.66567 ,-2.88735 ,-0.17841 ,0.35576 ,0.32106 
20161101,26.97,5.17056 ,-2.34228 ,2.75260 ,-3.04163 ,0.31366 ,-0.23205 ,0.31388 
